transaction_id,date,quarter,year,community,tier,property_type,bedrooms,area_sqft,price_aed,price_per_sqft,transaction_type,gross_roi_pct,annual_rent_est_aed
DLD-127145,2022-04-03,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,5000,4830000,966.0,Ready,6.45,311000.0
DLD-127146,2022-06-14,Q2 2022,2022,Bur Dubai,Affordable,Apartment,1,600,622000,1036.67,Off-Plan,6.9,43000.0
DLD-127147,2022-05-05,Q2 2022,2022,Bur Dubai,Affordable,Villa,3,2000,1849000,924.5,Ready,6.45,119000.0
DLD-127148,2022-05-10,Q2 2022,2022,Bur Dubai,Affordable,Apartment,2,900,940000,1044.44,Off-Plan,6.84,64000.0
DLD-127149,2022-05-28,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2411000,803.67,Ready,6.67,161000.0
DLD-127150,2022-05-31,Q2 2022,2022,Bur Dubai,Affordable,Apartment,1,750,712000,949.33,Ready,6.41,46000.0
DLD-127151,2022-04-24,Q2 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1016000,923.64,Off-Plan,6.54,66000.0
DLD-127152,2022-05-19,Q2 2022,2022,Bur Dubai,Affordable,Apartment,3,1400,1220000,871.43,Ready,6.11,75000.0
DLD-127153,2022-06-18,Q2 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,942000,856.36,Off-Plan,6.52,61000.0
DLD-127154,2022-04-03,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3289000,939.71,Off-Plan,6.72,221000.0
DLD-127155,2022-04-27,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,3,1600,1600000,1000.0,Ready,6.07,97000.0
DLD-127156,2022-06-26,Q2 2022,2022,Bur Dubai,Affordable,Apartment,3,1400,1193000,852.14,Ready,6.87,82000.0
DLD-127157,2022-04-24,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,3,1600,1722000,1076.25,Ready,6.59,113000.0
DLD-127158,2022-05-24,Q2 2022,2022,Bur Dubai,Affordable,Apartment,1,750,767000,1022.67,Ready,7.16,55000.0
DLD-127159,2022-06-22,Q2 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1000000,909.09,Off-Plan,6.95,70000.0
DLD-127160,2022-06-20,Q2 2022,2022,Bur Dubai,Affordable,Apartment,1,750,668000,890.67,Off-Plan,5.89,39000.0
DLD-127161,2022-05-16,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,3,2000,1858000,929.0,Ready,6.88,128000.0
DLD-127162,2022-05-11,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,4,2200,2100000,954.55,Ready,6.54,137000.0
DLD-127163,2022-04-13,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2215000,886.0,Ready,7.36,163000.0
DLD-127164,2022-04-29,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2887000,962.33,Ready,6.48,187000.0
DLD-127165,2022-04-17,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2250000,900.0,Off-Plan,7.16,161000.0
DLD-127166,2022-05-31,Q2 2022,2022,Bur Dubai,Affordable,Apartment,2,900,835000,927.78,Ready,6.66,56000.0
DLD-127167,2022-05-23,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,3,2000,2071000,1035.5,Ready,6.49,134000.0
DLD-127168,2022-04-11,Q2 2022,2022,Bur Dubai,Affordable,Apartment,1,600,600000,1000.0,Off-Plan,6.34,38000.0
DLD-127169,2022-06-23,Q2 2022,2022,Bur Dubai,Affordable,Apartment,2,900,896000,995.56,Off-Plan,6.16,55000.0
DLD-127170,2022-05-30,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2050000,820.0,Ready,6.5,133000.0
DLD-127171,2022-06-17,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2412000,964.8,Ready,6.7,162000.0
DLD-127172,2022-05-09,Q2 2022,2022,Bur Dubai,Affordable,Apartment,1,750,650000,866.67,Off-Plan,6.8,44000.0
DLD-127173,2022-06-11,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2794000,931.33,Ready,6.79,190000.0
DLD-127174,2022-04-04,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2762000,920.67,Off-Plan,6.34,175000.0
DLD-127175,2022-06-26,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,3,1800,1652000,917.78,Ready,6.67,110000.0
DLD-127176,2022-04-18,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,3,1800,1725000,958.33,Ready,6.81,118000.0
DLD-127177,2022-05-05,Q2 2022,2022,Bur Dubai,Affordable,Apartment,1,750,666000,888.0,Off-Plan,6.96,46000.0
DLD-127178,2022-05-15,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2461000,820.33,Off-Plan,7.21,178000.0
DLD-127179,2022-06-28,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,5000,4720000,944.0,Off-Plan,6.56,309000.0
DLD-127180,2022-05-16,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3254000,929.71,Off-Plan,6.59,215000.0
DLD-127181,2022-06-14,Q2 2022,2022,Bur Dubai,Affordable,Townhouse,3,1800,1520000,844.44,Off-Plan,7.19,109000.0
DLD-127182,2022-06-09,Q2 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2994000,998.0,Off-Plan,6.76,202000.0
DLD-127183,2022-08-14,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1800,1865000,1036.11,Ready,6.85,128000.0
DLD-127184,2022-07-15,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2701000,900.33,Off-Plan,6.76,183000.0
DLD-127185,2022-08-18,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,729000,810.0,Ready,6.13,45000.0
DLD-127186,2022-07-05,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,600,584000,973.33,Ready,6.67,39000.0
DLD-127187,2022-07-17,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1156000,1050.91,Off-Plan,6.76,78000.0
DLD-127188,2022-07-14,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,907000,1007.78,Ready,6.4,58000.0
DLD-127189,2022-07-14,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,797000,885.56,Off-Plan,6.67,53000.0
DLD-127190,2022-09-12,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,638000,850.67,Off-Plan,6.4,41000.0
DLD-127191,2022-09-24,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,4,2200,1906000,866.36,Ready,6.39,122000.0
DLD-127192,2022-07-15,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,4000,4332000,1083.0,Ready,6.77,293000.0
DLD-127193,2022-08-10,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3268000,933.71,Ready,6.69,218000.0
DLD-127194,2022-09-07,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3000,3184000,1061.33,Off-Plan,7.15,228000.0
DLD-127195,2022-09-13,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2944000,1177.6,Ready,6.82,201000.0
DLD-127196,2022-07-12,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,778000,1037.33,Off-Plan,6.88,54000.0
DLD-127197,2022-07-22,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,1600,1781000,1113.12,Ready,6.62,118000.0
DLD-127198,2022-08-25,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,600,567000,945.0,Off-Plan,6.4,36000.0
DLD-127199,2022-09-08,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,600,489000,815.0,Off-Plan,6.54,32000.0
DLD-127200,2022-08-21,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,667000,889.33,Off-Plan,6.71,45000.0
DLD-127201,2022-09-28,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,785000,1046.67,Ready,6.94,54000.0
DLD-127202,2022-08-06,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,4,2500,2168000,867.2,Off-Plan,6.73,146000.0
DLD-127203,2022-09-16,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,600,615000,1025.0,Ready,7.09,44000.0
DLD-127204,2022-09-07,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1072000,974.55,Ready,6.62,71000.0
DLD-127205,2022-08-22,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3000,3058000,1019.33,Ready,6.28,192000.0
DLD-127206,2022-08-02,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,841000,1121.33,Ready,6.57,55000.0
DLD-127207,2022-08-31,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,4,2200,2459000,1117.73,Ready,6.44,158000.0
DLD-127208,2022-09-10,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,1800,1682000,934.44,Ready,7.3,123000.0
DLD-127209,2022-08-24,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1400,1369000,977.86,Off-Plan,6.57,90000.0
DLD-127210,2022-09-04,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1800,1626000,903.33,Off-Plan,7.18,117000.0
DLD-127211,2022-09-25,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,600,569000,948.33,Ready,6.5,37000.0
DLD-127212,2022-08-23,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,695000,926.67,Off-Plan,6.85,48000.0
DLD-127213,2022-07-17,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1006000,914.55,Off-Plan,6.31,63000.0
DLD-127214,2022-07-28,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,768000,1024.0,Ready,6.12,47000.0
DLD-127215,2022-08-29,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2714000,904.67,Ready,7.18,195000.0
DLD-127216,2022-08-18,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,654000,872.0,Ready,6.28,41000.0
DLD-127217,2022-07-08,Q3 2022,2022,Bur Dubai,Affordable,Apartment,0,450,498000,1106.67,Off-Plan,6.53,33000.0
DLD-127218,2022-07-02,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2550000,850.0,Off-Plan,6.24,159000.0
DLD-127219,2022-09-03,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1800,2021000,1122.78,Ready,6.7,135000.0
DLD-127220,2022-09-06,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,1800,1648000,915.56,Off-Plan,6.26,103000.0
DLD-127221,2022-08-04,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3000,3041000,1013.67,Off-Plan,7.03,214000.0
DLD-127222,2022-08-09,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1400,1259000,899.29,Off-Plan,7.08,89000.0
DLD-127223,2022-08-28,Q3 2022,2022,Bur Dubai,Affordable,Villa,3,2000,1867000,933.5,Off-Plan,6.82,127000.0
DLD-127224,2022-08-03,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1400,1333000,952.14,Ready,6.5,87000.0
DLD-127225,2022-07-04,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,779000,1038.67,Ready,7.04,55000.0
DLD-127226,2022-09-04,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,811000,901.11,Off-Plan,6.11,50000.0
DLD-127227,2022-07-30,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2316000,926.4,Ready,6.67,154000.0
DLD-127228,2022-08-26,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,1400,1364000,974.29,Ready,6.28,86000.0
DLD-127229,2022-09-23,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1117000,1015.45,Ready,6.6,74000.0
DLD-127230,2022-09-10,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2211000,884.4,Off-Plan,6.52,144000.0
DLD-127231,2022-07-12,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,712000,949.33,Off-Plan,7.09,50000.0
DLD-127232,2022-09-11,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,751000,834.44,Ready,6.8,51000.0
DLD-127233,2022-07-15,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,1400,1344000,960.0,Ready,6.2,83000.0
DLD-127234,2022-09-12,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3181000,908.86,Ready,6.63,211000.0
DLD-127235,2022-07-05,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1800,1680000,933.33,Ready,7.05,118000.0
DLD-127236,2022-09-01,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,2000,1727000,863.5,Off-Plan,6.39,110000.0
DLD-127237,2022-08-07,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3000,3035000,1011.67,Off-Plan,7.03,213000.0
DLD-127238,2022-09-18,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,4000,3248000,812.0,Off-Plan,6.64,216000.0
DLD-127239,2022-09-11,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,836000,928.89,Off-Plan,6.88,58000.0
DLD-127240,2022-07-17,Q3 2022,2022,Bur Dubai,Affordable,Villa,3,2000,1818000,909.0,Ready,6.59,120000.0
DLD-127241,2022-07-11,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,767000,1022.67,Ready,6.73,52000.0
DLD-127242,2022-08-25,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,5000,4957000,991.4,Ready,7.12,353000.0
DLD-127243,2022-08-08,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,690000,920.0,Off-Plan,6.43,44000.0
DLD-127244,2022-07-06,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,927000,1030.0,Off-Plan,6.57,61000.0
DLD-127245,2022-07-07,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,600,521000,868.33,Off-Plan,6.44,34000.0
DLD-127246,2022-08-21,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,745000,993.33,Off-Plan,6.85,51000.0
DLD-127247,2022-09-12,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1050000,954.55,Off-Plan,6.73,71000.0
DLD-127248,2022-09-06,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2481000,992.4,Off-Plan,5.93,147000.0
DLD-127249,2022-07-26,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,1600,1615000,1009.38,Off-Plan,6.22,100000.0
DLD-127250,2022-08-20,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,600,513000,855.0,Ready,7.0,36000.0
DLD-127251,2022-09-16,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3827000,1093.43,Off-Plan,6.54,250000.0
DLD-127252,2022-09-19,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2485000,994.0,Off-Plan,6.25,155000.0
DLD-127253,2022-07-17,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,890000,988.89,Ready,6.44,57000.0
DLD-127254,2022-07-26,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3364000,961.14,Ready,6.14,206000.0
DLD-127255,2022-08-11,Q3 2022,2022,Bur Dubai,Affordable,Villa,3,2000,1976000,988.0,Ready,7.39,146000.0
DLD-127256,2022-07-30,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,673000,897.33,Ready,6.48,44000.0
DLD-127257,2022-08-05,Q3 2022,2022,Bur Dubai,Affordable,Villa,4,4000,3541000,885.25,Off-Plan,6.43,228000.0
DLD-127258,2022-09-08,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1098000,998.18,Ready,6.19,68000.0
DLD-127259,2022-08-04,Q3 2022,2022,Bur Dubai,Affordable,Apartment,3,1800,1769000,982.78,Ready,6.86,121000.0
DLD-127260,2022-09-04,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,923000,839.09,Off-Plan,6.91,64000.0
DLD-127261,2022-08-25,Q3 2022,2022,Bur Dubai,Affordable,Apartment,4,2200,1968000,894.55,Off-Plan,6.43,127000.0
DLD-127262,2022-08-04,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,890000,988.89,Off-Plan,6.92,62000.0
DLD-127263,2022-08-27,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,844000,937.78,Off-Plan,5.84,49000.0
DLD-127264,2022-07-06,Q3 2022,2022,Bur Dubai,Affordable,Villa,3,2000,1968000,984.0,Off-Plan,6.21,122000.0
DLD-127265,2022-09-03,Q3 2022,2022,Bur Dubai,Affordable,Apartment,2,900,833000,925.56,Ready,7.25,60000.0
DLD-127266,2022-07-21,Q3 2022,2022,Bur Dubai,Affordable,Townhouse,3,2000,1930000,965.0,Ready,6.39,123000.0
DLD-127267,2022-07-16,Q3 2022,2022,Bur Dubai,Affordable,Apartment,1,750,665000,886.67,Ready,6.62,44000.0
DLD-127268,2022-10-29,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,677000,902.67,Off-Plan,7.01,47000.0
DLD-127269,2022-12-13,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,581000,968.33,Off-Plan,5.87,34000.0
DLD-127270,2022-12-07,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,1003000,1114.44,Ready,6.17,62000.0
DLD-127271,2022-11-22,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,544000,906.67,Ready,6.88,37000.0
DLD-127272,2022-11-10,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,555000,925.0,Ready,7.08,39000.0
DLD-127273,2022-11-05,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,4000,4022000,1005.5,Ready,7.04,283000.0
DLD-127274,2022-11-25,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2823000,1129.2,Off-Plan,6.74,190000.0
DLD-127275,2022-10-24,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2870000,956.67,Ready,6.98,200000.0
DLD-127276,2022-10-19,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,825000,1100.0,Off-Plan,6.77,56000.0
DLD-127277,2022-10-02,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3104000,886.86,Ready,6.28,195000.0
DLD-127278,2022-10-22,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,719000,958.67,Off-Plan,6.64,48000.0
DLD-127279,2022-10-09,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3000,3195000,1065.0,Ready,6.65,212000.0
DLD-127280,2022-10-22,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2979000,993.0,Ready,6.14,183000.0
DLD-127281,2022-10-26,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,668000,890.67,Ready,7.59,51000.0
DLD-127282,2022-12-02,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,633000,1055.0,Ready,6.6,42000.0
DLD-127283,2022-12-27,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,609000,1015.0,Off-Plan,7.08,43000.0
DLD-127284,2022-10-19,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,846000,940.0,Ready,6.67,56000.0
DLD-127285,2022-10-02,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,971000,1078.89,Off-Plan,6.32,61000.0
DLD-127286,2022-11-15,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,919000,1021.11,Off-Plan,6.82,63000.0
DLD-127287,2022-11-12,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,674000,898.67,Off-Plan,6.55,44000.0
DLD-127288,2022-10-01,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,636000,848.0,Ready,6.6,42000.0
DLD-127289,2022-10-27,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,4,2500,2542000,1016.8,Ready,6.35,161000.0
DLD-127290,2022-10-28,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,931000,846.36,Ready,6.85,64000.0
DLD-127291,2022-10-01,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1023000,930.0,Off-Plan,6.4,65000.0
DLD-127292,2022-10-08,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1336000,1214.55,Off-Plan,6.51,87000.0
DLD-127293,2022-10-03,Q4 2022,2022,Bur Dubai,Affordable,Apartment,3,1400,1391000,993.57,Off-Plan,6.68,93000.0
DLD-127294,2022-10-03,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,3,1400,1399000,999.29,Ready,6.78,95000.0
DLD-127295,2022-12-10,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,4,2200,2290000,1040.91,Off-Plan,6.65,152000.0
DLD-127296,2022-12-06,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,751000,1001.33,Off-Plan,6.84,51000.0
DLD-127297,2022-11-18,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,633000,1055.0,Off-Plan,6.51,41000.0
DLD-127298,2022-11-01,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,721000,961.33,Ready,7.2,52000.0
DLD-127299,2022-11-07,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,4000,4097000,1024.25,Ready,6.95,285000.0
DLD-127300,2022-11-21,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,595000,991.67,Ready,6.67,40000.0
DLD-127301,2022-11-28,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2428000,971.2,Ready,6.51,158000.0
DLD-127302,2022-10-31,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,521000,868.33,Ready,6.17,32000.0
DLD-127303,2022-12-15,Q4 2022,2022,Bur Dubai,Affordable,Apartment,0,450,403000,895.56,Ready,6.64,27000.0
DLD-127304,2022-10-15,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,4,2500,2832000,1132.8,Ready,6.35,180000.0
DLD-127305,2022-12-18,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,880000,977.78,Ready,6.83,60000.0
DLD-127306,2022-10-01,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,907000,1007.78,Off-Plan,6.38,58000.0
DLD-127307,2022-10-01,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,818000,908.89,Off-Plan,6.58,54000.0
DLD-127308,2022-12-06,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,3,1800,1787000,992.78,Off-Plan,5.81,104000.0
DLD-127309,2022-12-06,Q4 2022,2022,Bur Dubai,Affordable,Apartment,3,1400,1405000,1003.57,Ready,6.29,88000.0
DLD-127310,2022-12-13,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1059000,962.73,Ready,6.59,70000.0
DLD-127311,2022-12-12,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,4000,3676000,919.0,Off-Plan,6.11,225000.0
DLD-127312,2022-10-12,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,3,2000,1970000,985.0,Off-Plan,6.51,128000.0
DLD-127313,2022-10-16,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3500,2886000,824.57,Ready,6.82,197000.0
DLD-127314,2022-11-02,Q4 2022,2022,Bur Dubai,Affordable,Apartment,0,450,419000,931.11,Off-Plan,7.02,29000.0
DLD-127315,2022-10-16,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,628000,1046.67,Off-Plan,6.66,42000.0
DLD-127316,2022-11-21,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,1001000,1112.22,Off-Plan,6.6,66000.0
DLD-127317,2022-10-01,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,3,1400,1607000,1147.86,Off-Plan,6.71,108000.0
DLD-127318,2022-10-03,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,543000,905.0,Off-Plan,6.5,35000.0
DLD-127319,2022-12-14,Q4 2022,2022,Bur Dubai,Affordable,Townhouse,4,2200,2177000,989.55,Ready,6.34,138000.0
DLD-127320,2022-10-12,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,2500,2162000,864.8,Ready,7.02,152000.0
DLD-127321,2022-11-19,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,614000,1023.33,Off-Plan,6.75,41000.0
DLD-127322,2022-12-12,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,758000,1010.67,Off-Plan,6.35,48000.0
DLD-127323,2022-12-20,Q4 2022,2022,Bur Dubai,Affordable,Apartment,4,2200,1767000,803.18,Off-Plan,6.89,122000.0
DLD-127324,2022-10-20,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,727000,969.33,Off-Plan,6.84,50000.0
DLD-127325,2022-10-31,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1085000,986.36,Ready,7.21,78000.0
DLD-127326,2022-10-18,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,590000,983.33,Ready,6.61,39000.0
DLD-127327,2022-12-27,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,613000,1021.67,Ready,6.3,39000.0
DLD-127328,2022-12-03,Q4 2022,2022,Bur Dubai,Affordable,Apartment,4,2200,1953000,887.73,Off-Plan,7.1,139000.0
DLD-127329,2022-10-26,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2730000,910.0,Ready,6.49,177000.0
DLD-127330,2022-11-28,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1071000,973.64,Ready,6.71,72000.0
DLD-127331,2022-12-14,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,845000,938.89,Ready,6.77,57000.0
DLD-127332,2022-12-26,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2773000,924.33,Ready,6.64,184000.0
DLD-127333,2022-12-08,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,818000,908.89,Off-Plan,6.58,54000.0
DLD-127334,2022-12-13,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,4000,4037000,1009.25,Ready,6.22,251000.0
DLD-127335,2022-11-28,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3500,3297000,942.0,Ready,6.62,218000.0
DLD-127336,2022-12-19,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,3000,2833000,944.33,Ready,6.44,182000.0
DLD-127337,2022-10-06,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,600,612000,1020.0,Off-Plan,6.63,41000.0
DLD-127338,2022-11-19,Q4 2022,2022,Bur Dubai,Affordable,Apartment,1,750,747000,996.0,Ready,7.16,54000.0
DLD-127339,2022-10-02,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,1100,1103000,1002.73,Off-Plan,6.5,72000.0
DLD-127340,2022-12-09,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,921000,1023.33,Off-Plan,5.82,54000.0
DLD-127341,2022-11-13,Q4 2022,2022,Bur Dubai,Affordable,Apartment,0,450,423000,940.0,Ready,6.95,29000.0
DLD-127342,2022-11-08,Q4 2022,2022,Bur Dubai,Affordable,Apartment,3,1800,1702000,945.56,Ready,6.28,107000.0
DLD-127343,2022-12-09,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,840000,933.33,Off-Plan,6.1,51000.0
DLD-127344,2022-10-11,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,769000,854.44,Ready,6.69,51000.0
DLD-127345,2022-12-10,Q4 2022,2022,Bur Dubai,Affordable,Apartment,2,900,825000,916.67,Off-Plan,6.58,54000.0
DLD-127346,2022-11-24,Q4 2022,2022,Bur Dubai,Affordable,Villa,4,4000,4148000,1037.0,Off-Plan,6.8,282000.0
